School Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2020-2021,Public,The Calgary School Division,3030,Westbrook Outreach,1260,,,,,,,,,,,6,15,207,228
2020-2021,Public,The Calgary School Division,3030,Cranston School,1499,56,65,79,77,90,,,,,,,,,367
2020-2021,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #2,1595,13,,,,,,,,,,,,,13
2020-2021,Public,The Calgary School Division,3030,Peter Lougheed School,2068,,,,,,198,175,219,197,210,,,,999
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Isidore Online School,2344,,645,645,663,614,625,624,567,647,532,,,,5562
2020-2021,Public,The Calgary School Division,3030,Olympic Heights School,9382,55,67,94,78,71,85,87,,,,,,,537
2020-2021,Public,The Calgary School Division,3030,Cedarbrae School,9338,17,26,24,29,33,23,41,,,,,,,193
2020-2021,Public,The Calgary School Division,3030,Central Memorial High School,9823,,,,,,,,,,,543,401,459,1403
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Damien School,8550,28,37,43,40,38,27,31,,,,,,,244
2020-2021,Public,The Calgary School Division,3030,Christine Meikle School,9037,,,,,,1,1,9,14,29,23,21,22,120
2020-2021,Public,The Calgary School Division,3030,Bishop Pinkham School,9645,,,,,,,,182,164,156,,,,502
2020-2021,Public,The Calgary School Division,3030,Sunalta School,9368,37,49,45,53,40,42,41,,,,,,,307
2020-2021,Public,The Calgary School Division,3030,Colonel Sanders School,1053,,87,87,87,89,,,,,,,,,350
2020-2021,Public,The Calgary School Division,3030,Northern Lights School,2282,42,64,41,52,66,,,,,,,,,265
2020-2021,Public,The Calgary School Division,3030,Queen Elizabeth School,9227,35,44,38,40,53,57,49,,,,,,,316
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Jerome Elementary School,1340,53,67,68,67,80,82,86,,,,,,,503
2020-2021,Public,The Calgary School Division,3030,Niitsitapi Learning Centre,2123,75,43,41,,,,,,,,,,,159
2020-2021,Public,The Calgary School Division,3030,Wood's Homes School,9035,,,,,,,,5,8,17,10,14,11,65
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Angela Elementary,8510,17,20,19,15,7,11,11,,,,,,,100
2020-2021,Public,The Calgary School Division,3030,Evergreen School,1500,60,57,66,67,62,,,,,,,,,312
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. William School,8529,20,13,18,16,13,18,10,,,,,,,108
2020-2021,Charter,Calgary Girls' School Society,152,Calgary Girls Charter School - Bel Aire Campus,2336,,,,,56,79,,,,,,,,135
2020-2021,Private,Calgary Mandarin School Association,354,Calgary Mandarin School,2285,,,,,,,,,,,,,1,1
2020-2021,Public,The Calgary School Division,3030,Silver Springs School,9256,28,22,35,36,27,37,44,,,,,,,229
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Name (Bilingual) School,8504,33,39,54,49,49,54,51,,,,,,,329
2020-2021,Public,The Calgary School Division,3030,Young Adult Program,9512,,1,1,2,1,,,2,1,3,8,9,6,34
2020-2021,Public,The Calgary School Division,3030,Bowcroft School,9111,30,45,39,41,46,45,39,,,,,,,285
2020-2021,Public,The Calgary School Division,3030,Cappy Smart School,9353,16,33,29,26,31,35,1,,,,,,,171
2020-2021,Private,The PREP Program - A Calgary Society to Promote Education for Individuals with Down Syndrome,9894,The PREP Program,230,12,,,,,,,,,,,,,12
2020-2021,Public,The Calgary School Division,3030,Harold Panabaker School,9643,,,,,,21,14,114,91,79,,,,319
2020-2021,Public,The Calgary School Division,3030,West View School,9687,,,,,,,,,,1,7,14,22,44
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Timothy,1225,,,,,,,,50,50,42,33,37,55,267
2020-2021,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #3,1596,12,,,,,,,,,,,,,12
2020-2021,Public,The Calgary School Division,3030,Buchanan School,9207,12,28,26,36,26,29,18,,,,,,,175
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Maria Goretti Elementary School,8556,38,35,45,43,56,59,56,,,,,,,332
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Andrew School,8508,12,12,15,12,18,18,14,,,,,,,101
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Margaret School,8714,38,37,42,47,42,70,63,47,39,43,,,,468
2020-2021,Private,Aurora Learning Foundation (Calgary),211,Aurora Learning Calgary,1397,,,,4,1,3,2,1,1,2,2,1,,17
2020-2021,Public,The Calgary School Division,3030,Ethel M. Johnson School,9310,18,37,25,48,62,48,66,,,,,,,304
2020-2021,Public,The Calgary School Division,3030,Mayland Heights School,9223,47,88,69,76,68,51,25,,,,,,,424
2020-2021,Public,The Calgary School Division,3030,Citadel Park School,1332,53,86,79,73,93,,,,,,,,,384
2020-2021,Public,The Calgary School Division,3030,Louise Dean School,9626,,,,,,,,,,1,12,21,34,68
2020-2021,Private,Calgary International Academy Ltd,356,Calgary International Academy,2319,,1,,,,,,,,,,,,1
2020-2021,Public,The Calgary School Division,3030,Eric Harvie School,2031,56,77,80,89,96,,,,,,,,,398
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Angels School,389,17,27,20,30,22,24,25,,,,,,,165
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Cecilia (Bilingual) Elementary School,8513,37,42,34,38,36,40,41,,,,,,,268
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Family School,8503,28,35,26,23,27,34,23,,,,,,,196
2020-2021,Public,The Calgary School Division,3030,Samuel W. Shaw School,1451,,,,,,87,113,180,184,186,,,,750
2020-2021,Public,The Calgary School Division,3030,Louis Riel School,9625,40,40,64,45,68,122,96,125,120,110,,,,830
2020-2021,Public,The Calgary School Division,3030,Simon Fraser School,9646,,,,,,109,87,152,124,138,,,,610
2020-2021,Public,The Calgary School Division,3030,Briar Hill School,9205,30,36,37,35,39,32,28,,,,,,,237
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Francis High School,8902,,,,,,,,,,,505,510,475,1490
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Anthony,8515,,,1,2,1,2,3,,3,1,2,4,5,24
2020-2021,Public,The Calgary School Division,3030,Nose Creek School,1674,,,,,,141,184,196,152,161,,,,834
2020-2021,Public,The Calgary School Division,3030,Thorncliffe School,9235,79,38,27,24,31,32,18,,,,,,,249
2020-2021,Public,The Calgary School Division,3030,Ernest Morrow School,9644,,,,,,,138,149,151,175,,,,613
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Junior High Fresh Start Outreach Program,1688,,,,,,,,2,3,2,,,,7
2020-2021,Private,Calgary Changemakers in Education Society,355,Calgary Changemaker School,2300,11,6,7,3,7,5,2,,,,,,,41
2020-2021,Public,The Calgary School Division,3030,Lester B. Pearson High School,9865,,,,,,,,,,,537,533,559,1629
2020-2021,Public,The Calgary School Division,3030,R. T. Alderman School,9653,,,,,,143,131,149,105,83,,,,611
2020-2021,Public,The Calgary School Division,3030,Elbow Park School,9119,27,23,37,33,33,28,41,,,,,,,222
2020-2021,Private,"Maria Montessori Education Centre of Calgary, Ltd.",212,Maria Montessori School - cSPACE King Edward Location,2167,5,,,,,,,,,,,,,5
2020-2021,Public,The Calgary School Division,3030,Chaparral School,1331,54,68,55,74,76,72,73,,,,,,,472
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Lourdes,598,,,2,3,1,7,6,6,2,5,,,,32
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Vincent De Paul Elementary Junior High School,8528,17,34,28,33,30,30,38,58,48,50,,,,366
2020-2021,Public,The Calgary School Division,3030,Woodbine School,9266,51,50,64,40,55,55,39,,,,,,,354
2020-2021,Public,The Calgary School Division,3030,Adolescent Day Treatment Program,1749,,,,,,,,,,1,,2,12,15
2020-2021,Public,The Calgary School Division,3030,Dalhousie School,9240,73,98,64,69,56,53,,,,,,,,413
2020-2021,Public,The Calgary School Division,3030,Eugene Coste School,9311,54,59,65,53,43,61,,,,,,,,335
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Christ the King Catholic School,1484,32,47,37,51,59,73,69,96,104,105,,,,673
2020-2021,Public,The Calgary School Division,3030,Wilma Hansen School,9685,,,,,,19,17,84,102,111,,,,333
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Matthew School,8716,18,24,33,26,26,37,37,122,109,89,,,,521
2020-2021,Public,The Calgary School Division,3030,Balmoral School,9601,,,,,,105,109,126,101,121,,,,562
2020-2021,Public,The Calgary School Division,3030,Westgate School,9140,73,103,91,80,76,76,72,,,,,,,571
2020-2021,Public,The Calgary School Division,3030,Sir John Franklin School,9649,,,,,,31,50,104,104,101,,,,390
2020-2021,Public,The Calgary School Division,3030,Battalion Park School,537,33,71,70,68,56,56,78,,,,,,,432
2020-2021,Public,The Calgary School Division,3030,Sunnyside School,9234,10,20,18,26,19,19,20,,,,,,,132
2020-2021,Public,The Calgary School Division,3030,Wildwood School,9141,50,56,55,42,78,61,45,,,,,,,387
2020-2021,Public,The Calgary School Division,3030,Clarence Sansom School,9682,,,,,,,,197,153,168,,,,518
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor A. J. Hetherington Elementary School,8557,38,28,25,24,22,21,16,,,,,,,174
2020-2021,Private,Calgary Urban Project Society,155,One World Child Development Centre,1162,36,,,,,,,,,,,,,36
2020-2021,Public,The Calgary School Division,3030,G.W. Skene School,9351,,,,59,66,65,,,,,,,,190
2020-2021,Public,The Calgary School Division,3030,Dr. E. W. Coffin School,9214,17,23,26,25,33,30,25,,,,,,,179
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Don Bosco School,8727,35,18,21,27,25,19,18,16,19,25,,,,223
2020-2021,Private,Calgary Early Learning Centre Association,271,Calgary Early Learning Centre,1736,45,,,,,,,,,,,,,45
2020-2021,Public,The Calgary School Division,3030,Branton School,9621,,,,,,,94,194,184,233,,,,705
2020-2021,Public,The Calgary School Division,3030,Belfast School,9203,25,34,23,33,31,22,26,,,,,,,194
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Apostles of Jesus,2155,46,59,61,68,45,44,64,57,57,54,,,,555
2020-2021,Public,The Calgary School Division,3030,Griffith Woods School,2147,60,86,77,107,89,79,131,105,105,95,,,,934
2020-2021,Public,The Calgary School Division,3030,Chinook Park School,9306,51,49,60,66,47,64,49,,,,,,,386
2020-2021,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,18,,,,,,,,,,,,,18
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Teresa of Calcutta School,8542,41,42,55,39,29,26,36,,,,,,,268
2020-2021,Public,The Calgary School Division,3030,All Boys Alternative Program,1579,7,14,11,15,9,14,10,,,,,,,80
2020-2021,Public,The Calgary School Division,3030,Dr. E. P. Scarlett High School,9858,,,,,,,,,,,540,463,503,1506
2020-2021,Public,The Calgary School Division,3030,Collingwood School,9212,71,80,75,82,70,80,,,,,,,,458
2020-2021,Public,The Calgary School Division,3030,Earl Grey School,9118,22,28,25,17,33,31,32,,,,,,,188
2020-2021,Public,The Calgary School Division,3030,Piitoayis Family School,1054,9,21,23,27,36,25,23,,,,,,,164
2020-2021,Public,The Calgary School Division,3030,Rosedale School,9618,26,23,25,29,24,16,26,21,19,25,,,,234
2020-2021,Public,The Calgary School Division,3030,Ron Southern School,2146,42,48,40,46,49,40,38,,,,,,,303
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Wilfrid Elementary School,8541,43,41,35,31,38,35,47,,,,,,,270
2020-2021,Public,The Calgary School Division,3030,Haultain Memorial School,9362,19,28,33,26,32,27,32,,,,,,,197
2020-2021,Public,The Calgary School Division,3030,Banff Trail School,9202,49,63,59,61,44,54,,,,,,,,330
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Father James Whelihan,8729,23,28,26,21,21,40,39,127,117,123,,,,565
2020-2021,Public,The Calgary School Division,3030,Chief Justice Milvain School,9361,45,87,85,84,80,79,29,,,,,,,489
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Good Shepherd School,1462,29,21,33,36,35,37,46,50,,,,,,287
2020-2021,Public,The Calgary School Division,3030,Marlborough School,9322,28,46,48,47,37,45,,,,,,,,251
2020-2021,Public,The Calgary School Division,3030,Captain John Palliser School,9210,73,68,73,52,61,103,111,,,,,,,541
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Fatima,1226,49,49,42,47,56,58,59,,,,,,,360
2020-2021,Private,Calgary Quest Children's Society,9795,Calgary Quest School,5398,3,6,6,4,9,18,10,18,12,9,8,8,27,138
2020-2021,Public,The Calgary School Division,3030,Altadore School,9109,49,50,53,63,63,54,37,,,,,,,369
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor E. L. Doyle Elementary School,8555,23,27,20,36,25,29,27,,,,,,,187
2020-2021,Public,The Calgary School Division,3030,James Short Memorial School,9364,81,50,56,,,,,,,,,,,187
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Peace Elementary Junior High School,8732,37,31,50,31,41,38,40,131,149,116,,,,664
2020-2021,Public,The Calgary School Division,3030,William Roper Hull School,9033,,2,1,2,6,7,7,13,12,8,17,16,16,107
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Hubert Elementary School,8502,10,18,13,19,18,21,18,,,,,,,117
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Ecole St. Pius X School,8524,36,46,48,52,39,40,37,,,,,,,298
2020-2021,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #1,1586,12,,,,,,,,,,,,,12
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of the Evergreens Catholic School,1485,45,51,56,52,64,58,63,,,,,,,389
2020-2021,Public,The Calgary School Division,3030,H. D. Cartwright School,9660,,,,,,,,143,145,152,,,,440
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,All Saints School,2175,,,,,,,,,,,490,458,466,1414
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Dominic School,8531,13,23,25,32,41,34,30,,,,,,,198
2020-2021,Public,The Calgary School Division,3030,Ramsay School,9130,25,34,25,21,16,25,13,,,,,,,159
2020-2021,Public,The Calgary School Division,3030,Midsun School,348,,,,,,,,207,241,202,,,,650
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Michael School,8717,27,24,15,28,18,21,37,69,60,49,,,,348
2020-2021,Public,The Calgary School Division,3030,Captain Nichola Goddard School,1676,,,,,,,190,217,227,222,,,,856
2020-2021,Public,The Calgary School Division,3030,West Dalhousie School,9344,22,42,40,34,48,45,47,,,,,,,278
2020-2021,Public,The Calgary School Division,3030,Langevin School,9609,37,46,48,47,49,54,57,96,98,92,,,,624
2020-2021,Public,The Calgary School Division,3030,Dr. George Stanley School,2084,,,,,,141,155,159,150,125,,,,730
2020-2021,Public,The Calgary School Division,3030,Huntington Hills School,9219,14,14,27,30,30,30,46,,,,,,,191
2020-2021,Public,The Calgary School Division,3030,Sundance School,9267,54,79,69,57,45,60,48,,,,,,,412
2020-2021,Public,The Calgary School Division,3030,Mount View School,9224,21,23,27,15,29,22,24,,,,,,,161
2020-2021,Public,The Calgary School Division,3030,John G Diefenbaker High School,9860,,,,,,,,,,,452,482,475,1409
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Bede Elementary School,8545,81,53,50,52,30,49,35,,,,,,,350
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Augustine Elementary Junior High School,8708,15,28,28,20,28,25,32,59,70,92,,,,397
2020-2021,Public,The Calgary School Division,3030,F. E. Osborne School,9651,,,,,,,43,217,207,153,,,,620
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Benedict School,8511,25,29,44,28,46,31,19,,,,,,,222
2020-2021,Public,The Calgary School Division,3030,Varsity Acres School,9238,64,98,86,80,68,53,,,,,,,,449
2020-2021,Public,The Calgary School Division,3030,Nellie McClung School,9333,33,41,44,69,51,41,39,,,,,,,318
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Thomas More School,8544,18,24,34,36,28,29,18,,,,,,,187
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor J. S. Smith School,313,49,35,35,27,39,32,43,73,85,66,,,,484
2020-2021,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Jean Brebeuf School,8703,,,,,,,,131,135,136,,,,402
2020-2021,Public,The Calgary School Division,3030,Western Canada High School,9816,,,,,,,,,,,690,727,734,2151
2020-2021,Public,The Calgary School Division,3030,Richmond School,9100,27,43,36,25,26,27,16,,,,,,,200
2020-2021,Public,The Calgary School Division,3030,Acadia School,9300,32,61,45,44,57,42,34,,,,,,,315
2020-2021,Public,The Calgary School Division,3030,Georges P. Vanier School,9635,,,,,,,58,131,138,118,,,,445
2020-2021,Public,The Calgary School Division,3030,Cecil Swanson School,9373,34,43,58,67,71,50,60,,,,,,,383
2020-2021,Public,The Calgary School Division,3030,Keeler School,9318,41,43,38,44,42,44,1,,,,,,,253
2020-2021,Public,The Calgary School Division,3030,Sam Livingston School,9354,85,92,75,100,79,,,,,,,,,431
