School Year,School Authority Category,School Authority Name,School Authority Code,School Name,School Code,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Child School,2160,40,44,43,49,39,49,45,43,48,44,,,,444
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Bishop Kidd School,8702,,,,,,,,131,117,130,,,,378
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Sylvester School,8537,30,38,32,40,32,33,25,,,,,,,230
2019-2020,Public,The Calgary School Division,3030,Nose Creek School,1674,,,,,136,159,173,154,155,152,,,,929
2019-2020,Public,The Calgary School Division,3030,James Short Memorial School,9364,77,66,62,,,,,,,,,,,205
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Matthew School,8716,32,43,28,31,41,45,42,132,107,113,,,,614
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Lourdes,598,,,3,2,7,5,8,3,2,5,,,,35
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Bishop Carroll High School,8905,,,,,,,,,,,342,402,427,1171
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Monsignor Neville Anderson School,8554,52,72,52,34,58,41,47,,,,,,,356
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Marguerite School,2082,83,83,77,84,57,55,47,,,,,,,486
2019-2020,Public,The Calgary School Division,3030,Citadel Park School,1332,72,85,73,92,102,,,,,,,,,424
2019-2020,Public,The Calgary School Division,3030,Alex Ferguson School,9101,24,39,24,29,37,35,38,,,,,,,226
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Family School,8503,41,35,27,30,36,27,28,,,,,,,224
2019-2020,Public,The Calgary School Division,3030,John G Diefenbaker High School,9860,,,,,,,,,,,474,449,531,1454
2019-2020,Public,The Calgary School Division,3030,Glenmeadows School,9123,52,48,53,43,48,54,48,,,,,,,346
2019-2020,Public,The Calgary School Division,3030,Abbeydale School,9376,46,49,50,39,53,38,,,,,,,,275
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Grace School,2083,76,75,74,96,98,94,79,103,88,93,,,,876
2019-2020,Public,The Calgary School Division,3030,Sir John Franklin School,9649,,,,,,25,69,112,104,95,,,,405
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Teresa of Calcutta School,8542,39,56,53,46,36,42,23,,,,,,,295
2019-2020,Public,The Calgary School Division,3030,McKenzie Highlands School,2055,,,,,54,187,148,161,131,101,,,,782
2019-2020,Public,The Calgary School Division,3030,Deer Run School,9265,52,47,60,51,52,45,38,,,,,,,345
2019-2020,Public,The Calgary School Division,3030,Wilma Hansen School,9685,,,,,,15,11,103,113,122,,,,364
2019-2020,Private,Khalsa School Calgary Educational Foundation,207,Khalsa School Calgary Educational Foundation,1383,22,52,48,41,45,65,38,36,38,28,,,,413
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Clare,1118,91,102,84,88,100,83,97,,,,,,,645
2019-2020,Public,The Calgary School Division,3030,Westgate School,9140,89,100,74,75,84,71,74,,,,,,,567
2019-2020,Public,The Calgary School Division,3030,John Ware School,9603,,,,,,,,149,157,171,,,,477
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Corpus Christi School,8501,24,31,36,25,25,27,27,,,,,,,195
2019-2020,Public,The Calgary School Division,3030,Saddle Ridge School,1520,126,89,125,117,113,,,,,,,,,570
2019-2020,Public,The Calgary School Division,3030,Queen Elizabeth High School,9806,,,,,,,,197,200,164,146,146,127,980
2019-2020,Public,The Calgary School Division,3030,Vincent Massey School,9628,,,,,,,,213,244,241,,,,698
2019-2020,Public,The Calgary School Division,3030,Bowcroft School,9111,53,43,41,49,54,36,36,,,,,,,312
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Blessed Marie-Rose,2195,69,78,58,59,65,61,62,99,88,70,,,,709
2019-2020,Public,The Calgary School Division,3030,Midsun School,348,,,,,,,,240,201,285,,,,726
2019-2020,Private,G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society,9376,Getting Ready For Inclusion To,284,119,,,,,,,,,,,,,119
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Gerard Bilingual School,8517,13,9,18,16,15,10,9,,,,,,,90
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Apostles of Jesus,2155,109,86,102,65,81,86,72,73,66,55,,,,795
2019-2020,Private,Access International College (Calgary) Incorporated,178,Access Academy,1271,,,,,,,,,,,1,2,16,19
2019-2020,Public,The Calgary School Division,3030,Collingwood School,9212,83,81,86,75,86,69,,,,,,,,480
2019-2020,Public,The Calgary School Division,3030,Ron Southern School,2146,44,46,42,44,30,31,13,,,,,,,250
2019-2020,Public,The Calgary School Division,3030,Maple Ridge School,9321,69,80,66,68,65,,,,,,,,,348
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Maria Goretti Elementary School,8556,40,62,54,66,73,63,57,,,,,,,415
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Andrew School,8508,13,18,20,22,20,18,22,,,,,,,133
2019-2020,Public,The Calgary School Division,3030,Terry Fox School,9689,,,,,,,,137,139,130,,,,406
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Wisdom,1373,74,90,78,96,94,106,115,,,,,,,653
2019-2020,Public,The Calgary School Division,3030,Clarence Sansom School,9682,,,,,,,,141,169,189,,,,499
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Thomas Aquinas School,8527,19,25,27,19,31,27,24,,,,,,,172
2019-2020,Public,The Calgary School Division,3030,Chinook Learning Services,9817,,,,,,,,,,,,,943,943
2019-2020,Public,The Calgary School Division,3030,Kenneth D. Taylor School,2088,115,114,121,118,114,1,2,,,,,,,585
2019-2020,Public,The Calgary School Division,3030,Fish Creek School,9384,77,93,99,110,96,111,116,,,,,,,702
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of the Assumption School,8701,32,36,33,36,31,34,36,52,47,45,,,,382
2019-2020,Public,The Calgary School Division,3030,Sunalta School,9368,44,41,48,48,46,44,43,,,,,,,314
2019-2020,Public,The Calgary School Division,3030,Altadore School,9109,41,54,61,66,55,44,45,,,,,,,366
2019-2020,Public,The Calgary School Division,3030,Rosscarrock School,9133,20,14,8,16,20,16,28,,,,,,,122
2019-2020,Public,The Calgary School Division,3030,Arbour Lake Middle School,1330,,,,,,104,150,154,165,161,,,,734
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of the Rosary School,2081,88,101,87,63,53,59,40,,,,,,,491
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Damien School,8550,48,49,53,53,40,39,44,,,,,,,326
2019-2020,Private,Calgary Urban Project Society,155,CUPS One World Child Development Centre,1976,1,,,,,,,,,,,,,1
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Rita School,8547,14,22,8,27,20,28,16,,,,,,,135
2019-2020,Public,The Calgary School Division,3030,Banting and Best School,9369,49,54,44,49,,,,,,,,,,196
2019-2020,Public,The Calgary School Division,3030,Monterey Park School,538,87,106,81,83,73,65,77,,,,,,,572
2019-2020,Public,The Calgary School Division,3030,CBe - Learn,1064,,,,,,,2,8,19,41,27,34,435,566
2019-2020,Public,The Calgary School Division,3030,Sir John A Macdonald School,9652,,,,,,,,251,236,225,,,,712
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Augustine Elementary Junior High School,8708,24,28,31,34,38,39,39,90,109,91,,,,523
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Mark Elementary School,8536,83,39,46,28,42,38,37,,,,,,,313
2019-2020,Public,The Calgary School Division,3030,Ernest Morrow School,9644,,,,,,,133,157,176,167,,,,633
2019-2020,Public,The Calgary School Division,3030,Valley View School,9330,78,80,86,75,86,78,,,,,,,,483
2019-2020,Public,The Calgary School Division,3030,Evergreen School,1500,89,107,114,111,,,,,,,,,,421
2019-2020,Public,The Calgary School Division,3030,Woodman School,9631,,,,,,37,47,157,129,125,,,,495
2019-2020,Public,The Calgary School Division,3030,Simon Fraser School,9646,,,,,,85,88,116,136,123,,,,548
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. James Elementary Junior High School,8712,29,33,25,28,26,41,40,36,53,40,,,,351
2019-2020,Public,The Calgary School Division,3030,Griffith Woods School,2147,80,80,108,92,74,128,102,107,102,93,,,,966
2019-2020,Public,The Calgary School Division,3030,Emily Follensbee School,9036,9,10,10,13,9,13,16,5,2,,,,,87
2019-2020,Public,The Calgary School Division,3030,Radisson Park School,1334,52,54,47,31,54,45,,,,,,,,283
2019-2020,Public,The Calgary School Division,3030,Nelson Mandela High School,1989,,,,,,,,,,,633,560,624,1817
2019-2020,Public,The Calgary School Division,3030,McKenzie Lake School,9385,84,85,80,94,84,2,1,,,,,,,430
2019-2020,Public,The Calgary School Division,3030,Jack James High School,9856,,,,,,,,,,,102,77,146,325
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Mary's High School,8904,,,,,,,,,,,298,359,435,1092
2019-2020,Public,The Calgary School Division,3030,Mount Royal School,9639,,,,,,,,87,95,95,,,,277
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Philip School,8724,45,46,58,68,66,64,97,,,,,,,444
2019-2020,Public,The Calgary School Division,3030,Woodbine School,9266,68,67,44,58,55,41,64,,,,,,,397
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Ecole St. Pius X School,8524,45,58,58,45,46,44,40,,,,,,,336
2019-2020,Public,The Calgary School Division,3030,Hidden Valley School,535,105,101,123,109,,,,,,,,,,438
2019-2020,Public,The Calgary School Division,3030,Hillhurst School,9218,33,19,22,20,43,68,69,,,,,,,274
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Henry Elementary School,8534,45,17,23,22,23,22,21,,,,,,,173
2019-2020,Public,The Calgary School Division,3030,Rosemont School,9231,16,31,19,37,27,28,31,,,,,,,189
2019-2020,Public,The Calgary School Division,3030,Sunnyside School,9234,22,19,27,25,22,22,27,,,,,,,164
2019-2020,Public,The Calgary School Division,3030,North Haven School,9225,41,29,32,32,45,39,46,,,,,,,264
2019-2020,Public,The Calgary School Division,3030,Penbrooke Meadows School,9356,31,31,28,27,37,33,9,,,,,,,196
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Martha School,8725,45,40,31,31,35,37,62,152,133,149,,,,715
2019-2020,Private,"Maria Montessori Education Centre of Calgary, Ltd.",212,Maria Montessori School - cSPACE King Edward Location,2167,6,,,,,,,,,,,,,6
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Catherine Elementary School,8533,49,38,34,29,34,29,31,,,,,,,244
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Prince of Peace School,2080,88,80,80,112,86,85,108,91,92,77,,,,899
2019-2020,Public,The Calgary School Division,3030,Senator Patrick Burns School,9640,,,,,,,202,182,163,164,,,,711
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Boniface Elementary School,8532,17,12,12,19,18,26,23,,,,,,,127
2019-2020,Public,The Calgary School Division,3030,Varsity Acres School,9238,90,92,84,72,57,87,,,,,,,,482
2019-2020,Private,Calgary Early Learning Centre Association,271,Calgary Early Learning Centre,1736,48,,,,,,,,,,,,,48
2019-2020,Public,The Calgary School Division,3030,Capitol Hill School,9209,36,29,57,47,50,47,50,,,,,,,316
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Hubert Elementary School,8502,20,17,24,19,28,22,26,,,,,,,156
2019-2020,Public,The Calgary School Division,3030,Cambrian Heights School,9208,42,43,41,36,42,39,39,,,,,,,282
2019-2020,Public,The Calgary School Division,3030,Le Roi Daniels School,9320,119,145,144,150,,,,,,,,,,558
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Gabriel the Archangel,1029,,,,,,,,120,133,102,137,130,85,707
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Name (Bilingual) School,8504,43,60,61,65,60,58,47,,,,,,,394
2019-2020,Public,The Calgary School Division,3030,McKenzie Towne School,1463,101,137,124,129,74,,,,,,,,,565
2019-2020,Public,The Calgary School Division,3030,Samuel W. Shaw School,1451,,,,,,103,120,180,193,208,,,,804
2019-2020,Public,The Calgary School Division,3030,Edgemont School,9379,87,104,111,139,133,126,,,,,,,,700
2019-2020,Private,Society For Treatment of Autism (Calgary Region),9879,Society for Treatment of Autism,212,36,,,,,,,,,,,,,36
2019-2020,Private,Montessori Children's House Charity Foundation of Calgary,251,Montessori Children's House Academy Ltd #1,1586,9,,,,,,,,,,,,,9
2019-2020,Public,The Calgary School Division,3030,Valley Creek School,1098,,,,,106,108,115,125,117,115,,,,686
2019-2020,Public,The Calgary School Division,3030,Piitoayis Family School,1054,20,35,29,45,35,25,27,,,,,,,216
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Rupert School,8548,41,39,35,32,43,34,32,,,,,,,256
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Michael School,8717,30,21,36,25,25,40,34,75,57,73,,,,416
2019-2020,Public,The Calgary School Division,3030,Ranchlands School,9374,39,56,55,67,58,53,80,,,,,,,408
2019-2020,Public,The Calgary School Division,3030,Douglas Harkness School,9347,65,47,45,39,29,39,46,,,,,,,310
2019-2020,Public,The Calgary School Division,3030,Earl Grey School,9118,25,24,18,29,27,39,38,,,,,,,200
2019-2020,Public,The Calgary School Division,3030,W.O. Mitchell School,9257,64,64,65,70,72,87,,,,,,,,422
2019-2020,Public,The Calgary School Division,3030,Olympic Heights School,9382,72,98,84,75,94,88,96,,,,,,,607
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Light of Christ Catholic School,1486,68,46,60,49,62,95,72,90,87,78,,,,707
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Holy Trinity School,8506,22,26,26,22,25,30,24,,,,,,,175
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Ambrose School,390,33,32,34,46,44,44,35,85,89,73,,,,515
2019-2020,Public,The Calgary School Division,3030,Chris Akkerman School,9339,107,104,104,104,108,112,,,,,,,,639
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Father James Whelihan,8729,29,29,22,25,47,39,35,131,143,124,,,,624
2019-2020,Private,Calgary Academy Society,9131,Calgary Academy Collegiate,1015,10,3,5,6,6,5,10,9,13,15,17,10,9,118
2019-2020,Public,The Calgary School Division,3030,Project Trust,9599,,,,,,,,,,,1,2,14,17
2019-2020,Public,The Calgary School Division,3030,Killarney School,9104,79,68,56,57,48,44,30,,,,,,,382
2019-2020,Public,The Calgary School Division,3030,Thomas B Riley School,9611,,,,,,,100,182,164,162,,,,608
2019-2020,Public,The Calgary School Division,3030,Cecil Swanson School,9373,37,60,65,66,51,62,61,,,,,,,402
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Francis High School,8902,,,,,,,,,,,548,493,586,1627
2019-2020,Private,Montessori School of Calgary,9925,Montessori School of Calgary,254,57,3,11,2,,,,,,,,,,73
2019-2020,Public,The Calgary School Division,3030,Banff Trail School,9202,61,66,67,50,55,55,,,,,,,,354
2019-2020,Private,Aurora Learning Foundation (Calgary),211,Aurora Learning Calgary,1397,,,,1,3,2,1,1,2,2,1,,2,15
2019-2020,Public,The Calgary School Division,3030,Glenbrook School,9122,34,33,32,32,42,28,36,,,,,,,237
2019-2020,Public,The Calgary School Division,3030,Cedarbrae School,9338,26,23,35,36,38,40,45,,,,,,,243
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,John Costello Catholic School,8558,32,36,33,41,37,54,39,,,,,,,272
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Fresh Start Outreach Program,1525,,,,,,,,,,,,,58,58
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,All Saints School,2175,,,,,,,,,,,498,473,330,1301
2019-2020,Public,The Calgary School Division,3030,Andrew Sibbald School,9336,57,64,46,58,50,50,38,,,,,,,363
2019-2020,Public,The Calgary School Division,3030,Lake Bonavista School,9334,63,66,77,55,53,25,27,,,,,,,366
2019-2020,Private,The Canadian Reformed School Society of Calgary,9938,Tyndale Christian School,9984,5,3,5,8,10,6,7,3,10,9,4,2,9,81
2019-2020,Public,The Calgary School Division,3030,Langevin School,9609,45,52,50,49,52,55,53,109,95,83,,,,643
2019-2020,Public,The Calgary School Division,3030,Hugh A. Bennett School,2056,126,121,137,113,93,,,,,,,,,590
2019-2020,Public,The Calgary School Division,3030,Elbow Park School,9119,18,37,35,37,28,43,11,,,,,,,209
2019-2020,Public,The Calgary School Division,3030,Cappy Smart School,9353,28,30,24,34,40,20,5,,,,,,,181
2019-2020,Public,The Calgary School Division,3030,Start Outreach,1232,,,,,,,,,,,2,25,159,186
2019-2020,Public,The Calgary School Division,3030,Joane Cardinal-Schubert High School,2180,,,,,,,,,,,710,653,495,1858
2019-2020,Public,The Calgary School Division,3030,Colonel Macleod School,9620,,,,,,95,93,125,116,108,,,,537
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Bishop Grandin High School,8901,,,,,,,,,,,370,415,486,1271
2019-2020,Public,The Calgary School Division,3030,Catherine Nichols Gunn School,9232,38,47,56,34,42,52,38,,,,,,,307
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Basil Elementary/Junior High School,1337,62,67,66,74,88,93,93,96,113,85,,,,837
2019-2020,Public,The Calgary School Division,3030,Dr. Roberta Bondar School,2054,89,78,101,72,76,66,76,,,,,,,558
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Jude School,8546,20,27,19,25,22,30,19,,,,,,,162
2019-2020,Public,The Calgary School Division,3030,Dr. E. P. Scarlett High School,9858,,,,,,,,,,,488,514,503,1505
2019-2020,Public,The Calgary School Division,3030,Panorama Hills School,1452,72,84,112,99,95,94,,,,,,,,556
2019-2020,Public,The Calgary School Division,3030,Colonel Irvine School,9622,,,,,,78,80,182,157,122,,,,619
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Joan of Arc Elementary/Junior High School,1338,53,61,72,67,81,86,75,86,84,77,,,,742
2019-2020,Charter,Calgary Girls' School Society,152,Calgary Girls Charter School,1128,,,,,56,61,108,111,87,88,,,,511
2019-2020,Public,The Calgary School Division,3030,Ethel M. Johnson School,9310,28,22,47,64,38,68,67,,,,,,,334
2019-2020,Public,The Calgary School Division,3030,Robert Warren School,9655,,,,,,,76,62,60,52,,,,250
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. William School,8529,13,24,20,17,21,17,21,,,,,,,133
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Rose of Lima Junior High School,8722,54,72,69,41,50,42,39,57,49,34,,,,507
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. John XXIII School,8726,27,37,28,33,30,44,58,91,121,97,,,,566
2019-2020,Public,The Calgary School Division,3030,Pineridge School,9360,26,38,37,35,30,33,38,,,,,,,237
2019-2020,Public,The Calgary School Division,3030,Janet Johnstone School,9270,84,92,91,87,88,,,,,,,,,442
2019-2020,Public,The Calgary School Division,3030,William Reid School,9142,64,64,55,41,60,,,,,,,,,284
2019-2020,Public,The Calgary School Division,3030,Dr. J. K. Mulloy School,9242,110,105,105,104,102,,,,,,,,,526
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Our Lady of Fatima,1226,70,71,67,79,80,77,79,,,,,,,523
2019-2020,Public,The Calgary School Division,3030,Acadia School,9300,61,57,53,65,45,40,44,,,,,,,365
2019-2020,Public,The Calgary School Division,3030,Crescent Heights High School,9815,,,,,,,,,,,556,615,530,1701
2019-2020,Private,Calgary Quest Children's Society,9795,Calgary Quest School,5398,5,8,4,7,15,9,18,12,10,9,7,10,25,139
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Margaret School,8714,44,48,68,53,80,70,64,41,47,31,,,,546
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Bernadette School,8709,19,23,13,13,19,23,19,,,,,,,129
2019-2020,Public,The Calgary School Division,3030,Braeside School,9305,34,42,40,36,34,44,37,,,,,,,267
2019-2020,Public,The Calgary School Division,3030,Children's Village School,9014,3,8,11,10,16,16,8,,,,,,,72
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Angela Elementary,8510,19,23,23,15,15,17,9,,,,,,,121
2019-2020,Public,The Calgary School Division,3030,Bob Edwards School,9623,,,,,,,124,109,98,92,,,,423
2019-2020,Public,The Calgary School Division,3030,Western Canada High School,9816,,,,,,,,,,,723,724,798,2245
2019-2020,Public,The Calgary School Division,3030,Scenic Acres School,597,23,21,32,26,24,,,,,,,,,126
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,Father Scollen School,8730,49,22,25,17,25,21,25,167,149,169,,,,669
2019-2020,Public,The Calgary School Division,3030,F. E. Osborne School,9651,,,,,,,43,205,158,133,,,,539
2019-2020,Public,The Calgary School Division,3030,Rideau Park School,9610,29,31,31,28,30,30,32,110,87,88,,,,496
2019-2020,Public,The Calgary School Division,3030,West Springs School,1521,110,110,107,121,128,,,,,,,,,576
2019-2020,Public,The Calgary School Division,3030,Wood's Homes School,9035,,,,,,,1,8,12,12,16,9,11,69
2019-2020,Public,The Calgary School Division,3030,Keeler School,9318,56,38,45,47,38,39,1,,,,,,,264
2019-2020,Public,The Calgary School Division,3030,O.S. Geiger School,9271,60,51,53,51,50,47,46,,,,,,,358
2019-2020,Private,Calgary French & International School Society,9632,Calgary French & International School,796,80,68,67,76,60,71,63,60,41,60,19,27,15,707
2019-2020,Public,The Calgary School Division,3030,Glamorgan School,9121,75,78,78,93,78,81,84,60,61,52,,,,740
2019-2020,Charter,Calgary Arts Academy Society,151,Calgary Arts Academy,1126,53,53,49,52,50,52,52,49,44,49,,,,503
2019-2020,Public,The Calgary School Division,3030,Sherwood School,9632,,,,,43,40,43,89,80,77,,,,372
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Kateri Tekakwitha School,8552,47,33,50,43,48,45,51,,,,,,,317
2019-2020,Separate,The Calgary Roman Catholic Separate School Division,4010,St. Bonaventure School,8721,,,,,,,,93,110,87,,,,290
2019-2020,Public,The Calgary School Division,3030,Nickle School,9654,,,,,,72,96,108,119,134,,,,529
2019-2020,Public,The Calgary School Division,3030,Riverbend School,9386,71,82,56,77,60,63,54,,,,,,,463
2019-2020,Public,The Calgary School Division,3030,Alternative High School,9863,,,,,,,,,,,13,32,42,87
2019-2020,Public,The Calgary School Division,3030,Tuscany School,1335,118,88,90,84,98,,,,,,,,,478
